idcomm,name,dname,zone,type,announce,ownership,area,agency,num_male,num_female,num_family,num_board,num_house
102601004,ชุมชนซอยอินทามระ 55,ดินแดง,กรุงเทพกลาง,ชุมชนแออัด,25-พ.ย.-35,ตนเอง,15,,335,373,90,7,90
102601020,ชุมชนศูนย์การกำลังสำรอง,ดินแดง,กรุงเทพกลาง,ชุมชนอาคารสูง,10-ส.ค.-47,สวัสดิการ,8,กลาโหม,577,478,358,11,358
102601022,ชุมชนสวัสดี,ดินแดง,กรุงเทพกลาง,ชุมชนเมือง,30-ม.ค.-49,ตนเอง,7,,580,740,374,12,374
102601017,ชุมชนหมู่บ้านอยู่เจริญ (โครงการ 3),ดินแดง,กรุงเทพกลาง,ชุมชนหมู่บ้านจัดสรร,6-พ.ค.-46,ตนเอง,1,,405,440,288,11,288
102601015,ชุมชนหมู่บ้านอยู่เจริญ (อินทามระ 41),ดินแดง,กรุงเทพกลาง,ชุมชนหมู่บ้านจัดสรร,4-มี.ค.-43,ตนเอง,5,,112,136,63,7,63
102601021,ชุมชนหมู่บ้านอินทามระ ซอย 51,ดินแดง,กรุงเทพกลาง,ชุมชนเมือง,5-พ.ย.-47,ตนเอง,12,,522,612,252,13,252
102601018,ชุมชนอาคารสงเคราะห์ฯ ดินแดง,ดินแดง,กรุงเทพกลาง,ชุมชนอาคารสูง,18-ธ.ค.-46,สวัสดิการ,18,กรุงเทพมหานคร,293,255,154,7,154
100206040,ชุมชน ม.พัน 3 รอ.,ดุสิต,กรุงเทพกลาง,ชุมชนอาคารสูง,20-พ.ค.-51,สวัสดิการ,17,กลาโหม,638,184,260,11,260
100206046,ชุมชน ม.พัน 4 รอ.,ดุสิต,กรุงเทพกลาง,ชุมชนอาคารสูง,18-มี.ค.-57,สวัสดิการ,37,กลาโหม,481,486,320,,320
100206047,ชุมชนกรมยุทธศึกษาทหารบก,ดุสิต,กรุงเทพกลาง,ชุมชนอาคารสูง,6-ก.ค.-58,สวัสดิการ,66,กลาโหม,313,344,342,,342
100206043,ชุมชนกรมสรรพาวุธทหารบก,ดุสิต,กรุงเทพกลาง,ชุมชนอาคารสูง,22-พ.ค.-55,สวัสดิการ,174,กลาโหม,588,460,443,13,443
100203002,ชุมชนข้างวัดสุคันธาราม,ดุสิต,กรุงเทพกลาง,ชุมชนแออัด,31-มี.ค.-35,เช่า,6,กรมการศาสนา,500,520,137,8,137
100202025,ชุมชนชาววัดราชา,ดุสิต,กรุงเทพกลาง,ชุมชนแออัด,29-ก.ย.-40,เช่า,11,กรมการศาสนา,120,187,80,7,80
100201003,ชุมชนซอยโซดา,ดุสิต,กรุงเทพกลาง,ชุมชนแออัด,31-มี.ค.-35,เช่า,8,สนง.ทรัพย์สินฯ,276,326,137,7,137
100206004,ชุมชนซอยมิตรอนันต์,ดุสิต,กรุงเทพกลาง,ชุมชนเมือง,31-มี.ค.-35,เช่า,4,สนง.ทรัพย์สินฯ,170,210,79,7,79
100206001,ชุมชนซอยราชพัสดุ,ดุสิต,กรุงเทพกลาง,ชุมชนเมือง,21-มี.ค.-35,เช่า,9,สนง.ทรัพย์สินฯ,413,501,179,7,179
100206005,ชุมชนซอยสันติสุข,ดุสิต,กรุงเทพกลาง,ชุมชนเมือง,31-มี.ค.-35,เช่า,7,สนง.ทรัพย์สินฯ,321,367,160,7,160
100206006,ชุมชนซอยสีคาม,ดุสิต,กรุงเทพกลาง,ชุมชนเมือง,31-มี.ค.-35,ตนเองและเช่า,1,,419,502,128,10,128
100206028,ชุมชนซอยเสริมสุข,ดุสิต,กรุงเทพกลาง,ชุมชนเมือง,21-ก.ค.-41,เช่า,7,สนง.ทรัพย์สินฯ,325,420,127,7,127
100206041,ชุมชนตรอกต้นโพธิ์,ดุสิต,กรุงเทพกลาง,ชุมชนเมือง,26-มิ.ย.-51,เช่า,13.14,สนง.ทรัพย์สินฯ,550,680,110,8,110
100203007,ชุมชนถนนสุคันธาราม,ดุสิต,กรุงเทพกลาง,ชุมชนเมือง,31-มี.ค.-35,เช่า,31,สนง.ทรัพย์สินฯ,"1,500.00","2,000.00",415,16,415
100206036,ชุมชนทหารรักษาวัง,ดุสิต,กรุงเทพกลาง,ชุมชนอาคารสูง,17-พ.ย.-46,สวัสดิการ,100,กลาโหม,515,504,324,7,324
100202008,ชุมชนท่าน้ำสามเสน,ดุสิต,กรุงเทพกลาง,ชุมชนแออัด,31-มี.ค.-35,เช่า,20,สนง.ทรัพย์สินฯ,630,870,350,20,350
100202029,ชุมชนท่าวาสุกรี,ดุสิต,กรุงเทพกลาง,ชุมชนเมือง,19-พ.ย.-41,เช่า,40,สนง.ทรัพย์สินฯ,720,588,219,16,219
100206031,ชุมชนนครไชยศรี,ดุสิต,กรุงเทพกลาง,ชุมชนเมือง,28-มิ.ย.-42,เช่า,10,สนง.ทรัพย์สินฯ,110,240,80,7,80
100206009,ชุมชนบางกระบือ 14,ดุสิต,กรุงเทพกลาง,ชุมชนแออัด,31-มี.ค.-35,เช่า,14,กรมการศาสนา,493,557,176,9,176
100206044,ชุมชนบ้านพัก ขส.ทบ.สะพานแดง,ดุสิต,กรุงเทพกลาง,ชุมชนอาคารสูง,11-ต.ค.-55,สวัสดิการ,141,กลาโหม,516,704,292,,292
100206018,ชุมชนบ้านพักองค์การทอผ้า,ดุสิต,กรุงเทพกลาง,ชุมชนเมือง,14-ธ.ค.-38,เช่า,8,สนง.ทรัพย์สินฯ,255,331,94,7,94
100206038,ชุมชนปืนหนึ่ง,ดุสิต,กรุงเทพกลาง,ชุมชนอาคารสูง,27-ก.ย.-47,สวัสดิการ,50,กลาโหม,427,456,253,9,253
100206026,ชุมชนพระยาประสิทธิ์,ดุสิต,กรุงเทพกลาง,ชุมชนเมือง,29-ก.ย.-40,เช่า,7,สนง.ทรัพย์สินฯ,330,372,120,8,120
100206035,ชุมชนพล ปตอ. พื้นที่เกียกกาย,ดุสิต,กรุงเทพกลาง,ชุมชนเมือง,3-มิ.ย.-46,สวัสดิการ,119,กลาโหม,"1,308.00",938,512,16,512
100206015,ชุมชนพัฒนาซอยระนองกลาง,ดุสิต,กรุงเทพกลาง,ชุมชนแออัด,31-มี.ค.-36,เช่า,7,สนง.ทรัพย์สินฯ,300,500,150,7,150
100206010,ชุมชนพัฒนาซอยสินทรัพย์,ดุสิต,กรุงเทพกลาง,ชุมชนเมือง,31-มี.ค.-35,เช่า,6,สนง.ทรัพย์สินฯ,505,545,114,7,114
100206037,ชุมชนแฟลตพิชัย,ดุสิต,กรุงเทพกลาง,ชุมชนอาคารสูง,5-ก.พ.-47,สวัสดิการ,1.52,กรุงเทพมหานคร,130,145,100,,100
100206048,ชุมชนแฟลตสิริสาสน์ เคหะศรีย่าน,ดุสิต,กรุงเทพกลาง,ชุมชนอาคารสูง,14-มี.ค.-59,เช่า,2.3,สนง.ทรัพย์สินฯ,366,511,200,,200
100206042,ชุมชนม้าหนึ่ง,ดุสิต,กรุงเทพกลาง,ชุมชนอาคารสูง,18-มี.ค.-53,สวัสดิการ,59,กลาโหม,351,81,160,10,160
100202034,ชุมชนราชผาทับทิมร่วมใจ,ดุสิต,กรุงเทพกลาง,ชุมชนแออัด,27-ส.ค.-42,บุกรุก,2,กรมการศาสนา,437,876,154,8,154
100204016,ชุมชนริมทางรถไฟสายแปดริ้ว,ดุสิต,กรุงเทพกลาง,ชุมชนแออัด,11-ม.ค.-38,บุกรุก,30,การรถไฟฯ,"1,305.00","1,107.00",350,15,350
100204017,ชุมชนวัดญวน-คลองลำปัก,ดุสิต,กรุงเทพกลาง,ชุมชนเมือง,11-ม.ค.-38,บุกรุก,25,กรุงเทพมหานคร,480,536,206,11,206
100202011,ชุมชนวัดเทวราชกุญชร,ดุสิต,กรุงเทพกลาง,ชุมชนเมือง,31-มี.ค.-35,เช่า,1,กรมการศาสนา,320,380,84,7,84
100206030,ชุมชนวัดน้อยนพคุณ,ดุสิต,กรุงเทพกลาง,ชุมชนเมือง,31-มี.ค.-42,เช่า,16,กรมการศาสนา,222,224,115,7,115
100201021,ชุมชนวัดโบสถ์สามเสน,ดุสิต,กรุงเทพกลาง,ชุมชนเมือง,21-ต.ค.-39,เช่า,6,กรมการศาสนา,65,95,52,7,52
100206020,ชุมชนวัดประชาระบือธรรม 1,ดุสิต,กรุงเทพกลาง,ชุมชนเมือง,11-ต.ค.-39,เช่า,23,กรมการศาสนา,255,281,106,8,106
100206022,ชุมชนวัดประชาระบือธรรม 2,ดุสิต,กรุงเทพกลาง,ชุมชนเมือง,21-ต.ค.-39,ตนเอง,20,,328,350,226,7,226
100206023,ชุมชนวัดประชาระบือธรรม 3,ดุสิต,กรุงเทพกลาง,ชุมชนเมือง,21-ต.ค.-39,ตนเองและเช่า,7,,334,340,127,8,127
100206024,ชุมชนวัดประชาระบือธรรม 4,ดุสิต,กรุงเทพกลาง,ชุมชนแออัด,21-ต.ค.-39,ตนเอง,7,,450,580,120,7,120
100206012,ชุมชนวัดสวัสดีวารีสีมาราม,ดุสิต,กรุงเทพกลาง,ชุมชนเมือง,31-มี.ค.-35,เช่า,2,สนง.ทรัพย์สินฯ,202,396,126,8,126
100206033,ชุมชนศรีย่านซอย 3,ดุสิต,กรุงเทพกลาง,ชุมชนเมือง,17-ก.ค.-42,เช่า,10,สนง.ทรัพย์สินฯ,198,207,130,7,130
100206039,ชุมชนสรรพาวุธนิเวศน์,ดุสิต,กรุงเทพกลาง,ชุมชนเมือง,18-มี.ค.-48,สวัสดิการ,5,กลาโหม,477,737,251,7,251
100201032,ชุมชนสวนอ้อย,ดุสิต,กรุงเทพกลาง,ชุมชนเมือง,28-มิ.ย.-42,เช่า,40,สนง.ทรัพย์สินฯ,548,694,329,15,329
100206027,ชุมชนสะพานเกษะโกมล,ดุสิต,กรุงเทพกลาง,ชุมชนอาคารสูง,12-เม.ย.-41,สวัสดิการ,3,กลาโหม,306,250,172,9,172
100206045,ชุมชนสื่อสารสะพานแดง,ดุสิต,กรุงเทพกลาง,ชุมชนเมือง,11-เม.ย.-56,สวัสดิการ,128,กลาโหม,765,200,270,,270
100203013,ชุมชนสุโขทัยซอย 9 (1),ดุสิต,กรุงเทพกลาง,ชุมชนเมือง,31-มี.ค.-35,เช่า,12,สนง.ทรัพย์สินฯ,190,260,165,7,165
100204014,ชุมชนหลังบ้านมนังคศิลา,ดุสิต,กรุงเทพกลาง,ชุมชนเมือง,31-มี.ค.-35,เช่า,4.83,การเคหะฯ,346,400,201,8,201
101907029,ชุมชนคลองบางน้อย,ตลิ่งชัน,กรุงธนเหนือ,ชุมชนชานเมือง,2-ก.ย.-45,เช่า,7,,78,84,65,7,65
101904032,ชุมชนโค้งเอส,ตลิ่งชัน,กรุงธนเหนือ,ชุมชนชานเมือง,18-มี.ค.-48,ตนเองและเช่า,7,,179,210,83,7,83
101903031,ชุมชนฉิมพลี,ตลิ่งชัน,กรุงธนเหนือ,ชุมชนชานเมือง,10-ก.ค.-46,ตนเอง,100,,441,443,272,7,272
101902001,ชุมชนซอยพฤกษอุดม - วัดน้อยใน,ตลิ่งชัน,กรุงธนเหนือ,ชุมชนเมือง,4-พ.ค.-35,เช่า,38,กรมการศาสนา,228,235,110,7,110
101907040,ชุมชนทรัพย์สินพัฒนา,ตลิ่งชัน,กรุงธนเหนือ,ชุมชนเมือง,22-มิ.ย.-50,ตนเองและเช่า,9,,114,138,70,7,70
101901038,ชุมชนบ้านคู่คลอง,ตลิ่งชัน,กรุงธนเหนือ,ชุมชนชานเมือง,31-พ.ค.-49,ตนเอง,15,,168,294,107,7,107
101905039,ชุมชนบ้านไทร,ตลิ่งชัน,กรุงธนเหนือ,ชุมชนชานเมือง,31-พ.ค.-49,ตนเอง,300,,150,300,100,7,100
101902023,ชุมชนบ้านลุ่ม,ตลิ่งชัน,กรุงธนเหนือ,ชุมชนแออัด,23-มี.ค.-41,ตนเอง,5,,125,175,105,7,105
101904033,ชุมชนราชพฤกษ์,ตลิ่งชัน,กรุงธนเหนือ,ชุมชนชานเมือง,18-มี.ค.-48,ตนเอง,7,,170,190,254,10,254
101901002,ชุมชนริมคลองชักพระ,ตลิ่งชัน,กรุงธนเหนือ,ชุมชนเมือง,4-พ.ค.-35,ตนเอง,25,,102,119,50,7,50
101902021,ชุมชนริมทางรถไฟชัยพฤกษ์,ตลิ่งชัน,กรุงธนเหนือ,ชุมชนชานเมือง,5-พ.ค.-38,ตนเอง,15,,141,209,153,7,153
101902024,ชุมชนโรงเรียนวัดตลิ่งชัน,ตลิ่งชัน,กรุงธนเหนือ,ชุมชนแออัด,23-มี.ค.-41,เช่า,20,,378,429,60,7,60
101903003,ชุมชนวัดกระจัง,ตลิ่งชัน,กรุงธนเหนือ,ชุมชนชานเมือง,4-พ.ค.-35,เช่า,45,กรมการศาสนา,245,293,128,7,128
101907004,ชุมชนวัดเกาะ,ตลิ่งชัน,กรุงธนเหนือ,ชุมชนชานเมือง,4-พ.ค.-35,เช่า,63,กรมการศาสนา,281,302,114,7,114
101905005,ชุมชนวัดจำปา,ตลิ่งชัน,กรุงธนเหนือ,ชุมชนชานเมือง,4-พ.ค.-35,ตนเอง,45,,208,261,107,7,107
101902006,ชุมชนวัดชัยพฤกษมาลา,ตลิ่งชัน,กรุงธนเหนือ,ชุมชนแออัด,4-พ.ค.-35,เช่า,45,กรมการศาสนา,510,570,300,11,300
101901007,ชุมชนวัดช่างเหล็ก-วัดเรไร,ตลิ่งชัน,กรุงธนเหนือ,ชุมชนแออัด,4-พ.ค.-35,เช่า,50,กรมการศาสนา,"1,143.00","1,357.00",600,15,600
101903036,ชุมชนวัดทองบางระมาด หมู่ 10 ฉิมพลี,ตลิ่งชัน,กรุงธนเหนือ,ชุมชนชานเมือง,9-ธ.ค.-48,เช่า,30,กรมการศาสนา,252,276,130,8,130
101901022,ชุมชนวัดปากน้ำฝั่งเหนือ,ตลิ่งชัน,กรุงธนเหนือ,ชุมชนชานเมือง,9-พ.ย.-38,เช่า,75,กรมการศาสนา,230,290,100,7,100
101904026,ชุมชนวัดเพลงกลางสวน,ตลิ่งชัน,กรุงธนเหนือ,ชุมชนชานเมือง,9-มิ.ย.-42,เช่า,15,กรมการศาสนา,216,218,78,7,78
101903008,ชุมชนวัดมณฑป,ตลิ่งชัน,กรุงธนเหนือ,ชุมชนชานเมือง,4-พ.ค.-35,เช่า,45,กรมการศาสนา,451,688,325,10,325
101905009,ชุมชนวัดมะกอก,ตลิ่งชัน,กรุงธนเหนือ,ชุมชนแออัด,4-พ.ค.-35,เช่า,25,,340,524,120,7,120
101903027,ชุมชนวัดสมรโกฏิ-บางระจัน,ตลิ่งชัน,กรุงธนเหนือ,ชุมชนชานเมือง,9-มิ.ย.-42,เช่า,100,กรมการศาสนา,270,319,150,8,150
101902010,ชุมชนศาลเจ้าพ่อจุ้ย,ตลิ่งชัน,กรุงธนเหนือ,ชุมชนชานเมือง,4-พ.ค.-35,ตนเอง,36,,178,190,75,7,75
101904011,ชุมชนศาลาหลังบ้าน,ตลิ่งชัน,กรุงธนเหนือ,ชุมชนชานเมือง,4-พ.ค.-35,ตนเอง,45,,215,270,133,7,133
101901030,ชุมชนสองแขวง,ตลิ่งชัน,กรุงธนเหนือ,ชุมชนชานเมือง,22-เม.ย.-46,ตนเอง,20,,416,457,136,7,136
101902012,ชุมชนสะพานผัก - คลองศาลเจ้า,ตลิ่งชัน,กรุงธนเหนือ,ชุมชนแออัด,4-พ.ค.-35,ตนเอง,63,,363,394,235,9,235
101904013,"ชุมชนหมู่ 1,3 บางพรม",ตลิ่งชัน,กรุงธนเหนือ,ชุมชนชานเมือง,4-พ.ค.-35,ตนเอง,80,,986,"1,025.00",430,9,430
101904037,ชุมชนหมู่ 12 บ้านสวนบางพรม,ตลิ่งชัน,กรุงธนเหนือ,ชุมชนชานเมือง,9-ธ.ค.-48,ตนเอง,50,,152,176,75,7,75
101904041,ชุมชนหมู่ 5 บางพรม,ตลิ่งชัน,กรุงธนเหนือ,ชุมชนชานเมือง,10-ก.ค.-50,ตนเอง,75,,294,319,125,8,125
101905020,ชุมชนหมู่ 6 บางระมาด,ตลิ่งชัน,กรุงธนเหนือ,ชุมชนชานเมือง,9-พ.ย.-35,ตนเอง,120,,200,352,180,7,180
101907034,ชุมชนหมู่ 8 วัดทองบางเชือกหนัง,ตลิ่งชัน,กรุงธนเหนือ,ชุมชนเมือง,18-มี.ค.-48,เช่า,7,,239,244,89,7,89
101903028,ชุมชนหมู่บ้าน 2521,ตลิ่งชัน,กรุงธนเหนือ,ชุมชนหมู่บ้านจัดสรร,14-มิ.ย.-45,ตนเอง,10,,163,224,131,7,131
101905014,ชุมชนหมู่บ้านพัฒนา หมู่ 13 บางระมาด,ตลิ่งชัน,กรุงธนเหนือ,ชุมชนชานเมือง,4-พ.ค.-35,ตนเอง,65,,150,151,88,7,88
101905015,ชุมชนหมู่บ้านพัฒนา หมู่ 4 บางระมาด,ตลิ่งชัน,กรุงธนเหนือ,ชุมชนชานเมือง,4-พ.ค.-35,ตนเอง,72,,231,240,175,7,175
101903016,ชุมชนหมู่บ้านพัฒนา หมู่ 7 ฉิมพลี,ตลิ่งชัน,กรุงธนเหนือ,ชุมชนชานเมือง,4-พ.ค.-35,ตนเอง,41,,181,185,89,7,89
101905017,"ชุมชนหมู่บ้านพัฒนาวัดกาญจนสิงหาสน์ 18,19",ตลิ่งชัน,กรุงธนเหนือ,ชุมชนชานเมือง,4-พ.ค.-35,ตนเองและเช่า,300,,486,"1,060.00",465,8,465
101905042,ชุมชนหมู่บ้านพัฒนาวัดอินทราวาส 1,ตลิ่งชัน,กรุงธนเหนือ,ชุมชนเมือง,20-พ.ค.-51,ตนเอง,320,,720,857,478,14,478
101905043,ชุมชนหมู่บ้านพัฒนาวัดอินทราวาส 2,ตลิ่งชัน,กรุงธนเหนือ,ชุมชนชานเมือง,20-พ.ค.-51,ตนเอง,40,,220,242,165,8,165
101905044,ชุมชนหมู่บ้านมหาดไทย 1,ตลิ่งชัน,กรุงธนเหนือ,ชุมชนหมู่บ้านจัดสรร,10-เม.ย.-57,ตนเอง,164,,649,760,374,8,374
101901018,ชุมชนหลังวัดกาญจนสิงหาสน์,ตลิ่งชัน,กรุงธนเหนือ,ชุมชนแออัด,4-พ.ค.-35,เช่า,25,กรมการศาสนา,99,102,62,7,62
101902035,ชุมชนหลังวัดไก่เตี้ย,ตลิ่งชัน,กรุงธนเหนือ,ชุมชนเมือง,28-ก.ค.-48,ตนเองและเช่า,25,,159,138,60,7,60
101904019,ชุมชนหลังวัดรัชฎาธิษฐาน (วัดงิน),ตลิ่งชัน,กรุงธนเหนือ,ชุมชนแออัด,4-พ.ค.-35,เช่า,30,กรมการศาสนา,355,409,113,7,113
104801014,ชุมชนคลองเนินทราย,ทวีวัฒนา,กรุงธนเหนือ,ชุมชนชานเมือง,6-ก.ย.-54,ตนเอง,500,,211,262,136,7,136
104802015,ชุมชนคลองมหาสวัสดิ์,ทวีวัฒนา,กรุงธนเหนือ,ชุมชนชานเมือง,6-ก.ย.-54,ตนเอง,120,,187,233,90,7,90
104802010,ชุมชนเจ้าพระยาร่วมใจ,ทวีวัฒนา,กรุงธนเหนือ,ชุมชนหมู่บ้านจัดสรร,18-ก.ค.-49,ตนเอง,100,,353,397,229,9,229
104802007,ชุมชนบางพรหมร่วมใจ,ทวีวัฒนา,กรุงธนเหนือ,ชุมชนชานเมือง,8-ก.พ.-43,ตนเองและเช่า,1250,,435,485,231,10,231
104802001,ชุมชนประตูน้ำฉิมพลี,ทวีวัฒนา,กรุงธนเหนือ,ชุมชนชานเมือง,13-ก.ค.-42,เช่า,80,,350,385,125,7,125
104802012,ชุมชนพัฒนาหมู่บ้านเปรมวดี,ทวีวัฒนา,กรุงธนเหนือ,ชุมชนหมู่บ้านจัดสรร,29-ต.ค.-52,ตนเอง,250,,295,375,185,8,185
104802002,ชุมชนวัดปุรณาวาส,ทวีวัฒนา,กรุงธนเหนือ,ชุมชนชานเมือง,13-ก.ค.-42,เช่า,60,,477,525,154,8,154
104801016,ชุมชนศรีมณฑลสามัคคี,ทวีวัฒนา,กรุงธนเหนือ,ชุมชนหมู่บ้านจัดสรร,28-ธ.ค.-55,ตนเอง,25,,164,151,172,8,172
104802008,ชุมชนหมู่บ้านกรอบแก้ว 1,ทวีวัฒนา,กรุงธนเหนือ,ชุมชนหมู่บ้านจัดสรร,17-เม.ย.-46,ตนเอง,70,,120,165,63,7,63
104802013,ชุมชนหมู่บ้านกฤษดานคร 31,ทวีวัฒนา,กรุงธนเหนือ,ชุมชนหมู่บ้านจัดสรร,30-พ.ย.-52,ตนเอง,96,,286,392,211,9,211
104802011,ชุมชนหมู่บ้านจัดสรรสกุลทิพย์,ทวีวัฒนา,กรุงธนเหนือ,ชุมชนหมู่บ้านจัดสรร,18-ก.ค.-49,ตนเอง,42,,561,585,329,9,329
104802009,ชุมชนหมู่บ้านพรรณพฤกษา,ทวีวัฒนา,กรุงธนเหนือ,ชุมชนหมู่บ้านจัดสรร,18-ธ.ค.-46,ตนเอง,22,,218,240,138,7,138
104801003,ชุมชนหมู่บ้านร่วมเกื้อ,ทวีวัฒนา,กรุงธนเหนือ,ชุมชนหมู่บ้านจัดสรร,13-ก.ค.-42,ตนเอง,120,,716,787,816,15,816
104801004,ชุมชนหมู่บ้านสินพัฒนาธานี,ทวีวัฒนา,กรุงธนเหนือ,ชุมชนหมู่บ้านจัดสรร,13-ก.ค.-42,ตนเอง,650,,397,435,449,10,449
104802006,ชุมชนหมู่บ้านสุขทวี 1-2,ทวีวัฒนา,กรุงธนเหนือ,ชุมชนหมู่บ้านจัดสรร,20-พ.ย.-42,ตนเอง,60,,398,433,207,8,207
104802005,ชุมชนหลังสถานีรถไฟศาลาธรรมสพน์,ทวีวัฒนา,กรุงธนเหนือ,ชุมชนชานเมือง,13-ก.ค.-42,เช่า,120,,447,470,171,8,171
104902008,ชุมชนคลองเก้าห้อง,ทุ่งครุ,กรุงธนใต้,ชุมชนเมือง,22-ก.ย.-37,ตนเองและเช่า,50,,284,311,189,7,189
104902027,ชุมชนคลองรางจาก,ทุ่งครุ,กรุงธนใต้,ชุมชนเมือง,5-พ.ย.-52,ตนเอง,14,,174,157,58,7,58
104902020,ชุมชนคอลิดีน,ทุ่งครุ,กรุงธนใต้,ชุมชนเมือง,1-เม.ย.-45,ตนเองและเช่า,40,,518,610,291,11,291
104902009,ชุมชนชมทรัพย์,ทุ่งครุ,กรุงธนใต้,ชุมชนเมือง,15-ธ.ค.-37,ตนเองและเช่า,30,,736,801,960,24,960
104902014,ชุมชนดารีซีน,ทุ่งครุ,กรุงธนใต้,ชุมชนเมือง,30-ต.ค.-41,เช่า,42,,210,210,79,7,79
104902024,ชุมชนดารุ้ลอิบาดะฮ์,ทุ่งครุ,กรุงธนใต้,ชุมชนชานเมือง,25-ก.พ.-47,เช่า,55,,268,275,55,7,55
104902022,ชุมชนใต้สะพานโซน 1,ทุ่งครุ,กรุงธนใต้,ชุมชนแออัด,3-ก.พ.-46,เช่า,13,การเคหะฯ,300,400,185,9,185
104902015,ชุมชนทุ่งครุพัฒนา,ทุ่งครุ,กรุงธนใต้,ชุมชนเมือง,30-ต.ค.-41,ตนเองและเช่า,9,,291,376,111,9,111
104901021,ชุมชนนูรุ้ลฮุดา,ทุ่งครุ,กรุงธนใต้,ชุมชนเมือง,4-เม.ย.-45,ตนเองและเช่า,7,,210,206,82,7,82
104901001,ชุมชนบูลไลท์,ทุ่งครุ,กรุงธนใต้,ชุมชนเมือง,8-ก.ย.-34,ตนเองและเช่า,24,,583,646,140,7,140
104901017,ชุมชนประชาอุทิศ 43,ทุ่งครุ,กรุงธนใต้,ชุมชนเมือง,3-มี.ค.-43,ตนเองและเช่า,20,,342,319,105,7,105
104902013,ชุมชนประชาอุทิศ 68,ทุ่งครุ,กรุงธนใต้,ชุมชนเมือง,16-เม.ย.-39,ตนเองและเช่า,35,,690,734,251,11,251
104901028,ชุมชนมติมิตร,ทุ่งครุ,กรุงธนใต้,ชุมชนเมือง,5-พ.ย.-52,ตนเอง,8,,198,232,95,7,95
104901005,ชุมชนมิตรไมตรี,ทุ่งครุ,กรุงธนใต้,ชุมชนเมือง,1-เม.ย.-37,ตนเองและเช่า,15,,485,390,235,9,235
104901018,ชุมชนร่วมใจพัฒนา,ทุ่งครุ,กรุงธนใต้,ชุมชนเมือง,3-มี.ค.-43,ตนเองและเช่า,80,,150,180,140,8,140
104902025,ชุมชนร่วมรัฐสามัคคี (ดอนกระต่าย),ทุ่งครุ,กรุงธนใต้,ชุมชนเมือง,25-ก.พ.-47,ตนเอง,20,,351,586,204,11,204
104901006,ชุมชนศรีสมิต,ทุ่งครุ,กรุงธนใต้,ชุมชนเมือง,16-มิ.ย.-37,ตนเองและเช่า,15,,380,301,125,7,125
104902023,ชุมชนสน.ทุ่งครุ,ทุ่งครุ,กรุงธนใต้,ชุมชนอาคารสูง,3-ก.พ.-46,สวัสดิการ,10,สนง.ตำรวจฯ,155,170,85,7,85
104901007,ชุมชนสามัคคี,ทุ่งครุ,กรุงธนใต้,ชุมชนเมือง,5-ก.ย.-37,ตนเองและเช่า,37,,323,552,145,7,145
104901010,ชุมชนหมู่ 2 บางมด,ทุ่งครุ,กรุงธนใต้,ชุมชนเมือง,16-ก.ค.-38,ตนเองและเช่า,25,,341,375,165,8,165
104901011,ชุมชนหมู่ 3 บางมด,ทุ่งครุ,กรุงธนใต้,ชุมชนชานเมือง,16-ก.ค.-38,ตนเองและเช่า,550,,"1,033.00","1,083.00",315,8,315
104902029,ชุมชนหมู่ 5 ทุ่งครุ,ทุ่งครุ,กรุงธนใต้,ชุมชนเมือง,5-พ.ย.-52,ตนเอง,30,,595,718,243,8,243
104901012,ชุมชนหมู่ 5 บางมด,ทุ่งครุ,กรุงธนใต้,ชุมชนเมือง,16-ก.ค.-38,ตนเองและเช่า,30,,135,124,54,7,54
104902003,ชุมชนหมู่ 6 ทุ่งครุ,ทุ่งครุ,กรุงธนใต้,ชุมชนเมือง,30-พ.ย.-35,ตนเองและเช่า,20,,"1,035.00",810,328,8,328
104901019,ชุมชนหลังวัดกลางนา,ทุ่งครุ,กรุงธนใต้,ชุมชนเมือง,3-มี.ค.-43,ตนเองและเช่า,95,,473,484,163,8,163
104902004,ชุมชนหลังสน. ทุ่งครุ,ทุ่งครุ,กรุงธนใต้,ชุมชนเมือง,6-ก.ค.-36,ตนเองและเช่า,10,,155,173,73,7,73
104901016,ชุมชนหลังสวนธนบุรีรมย์,ทุ่งครุ,กรุงธนใต้,ชุมชนชานเมือง,30-ต.ค.-41,ตนเองและเช่า,140,,556,552,185,9,185
104901002,ชุมชนอัตตักวา,ทุ่งครุ,กรุงธนใต้,ชุมชนเมือง,30-ต.ค.-35,ตนเองและเช่า,7,,275,286,138,10,138
104902026,ชุมชนอาคารสงเคราะห์ฯ ซอยประชาอุทิศ 90,ทุ่งครุ,กรุงธนใต้,ชุมชนอาคารสูง,25-มี.ค.-47,สวัสดิการ,15,กรุงเทพมหานคร,980,"1,147.00",816,25,816
101501001,ชุมชนกุฎีขาว,ธนบุรี,กรุงธนเหนือ,ชุมชนแออัด,26-มี.ค.-35,ตนเองและเช่า,27,,500,637,230,14,230
101501002,ชุมชนกุฎีจีน,ธนบุรี,กรุงธนเหนือ,ชุมชนแออัด,26-มี.ค.-35,ตนเอง,32,,900,950,280,11,280
101507003,ชุมชนเกื้อวิทยา,ธนบุรี,กรุงธนเหนือ,ชุมชนแออัด,26-มี.ค.-35,ตนเองและเช่า,15,,500,600,280,17,280
101506004,ชุมชนโกวบ๊อพัฒนา,ธนบุรี,กรุงธนเหนือ,ชุมชนแออัด,26-มี.ค.-35,เช่า,45,,"2,556.00","1,452.00","1,350.00",15,"1,350.00"
